KYTREASNOX,TIDXFAM,CALDT,TDYTM,TDBID,TDASK
2000004,FIXEDTERM,20220510,2.5812712696896E+00,9.9312500000000E+01,9.9343750000000E+01
2000004,FIXEDTERM,20220511,2.6060692486120E+00,9.9265625000000E+01,9.9296875000000E+01
2000004,FIXEDTERM,20220512,2.5335443124974E+00,9.9406250000000E+01,9.9437500000000E+01
2000004,FIXEDTERM,20220513,2.5583221099523E+00,9.9359375000000E+01,9.9390625000000E+01
2000004,FIXEDTERM,20220516,2.5494696366816E+00,9.9390625000000E+01,9.9398437500000E+01
2000004,FIXEDTERM,20220517,2.6623200809912E+00,9.9164062500000E+01,9.9195312500000E+01
2000004,FIXEDTERM,20220518,2.6280919260351E+00,9.9242187500000E+01,9.9250000000000E+01
2000004,FIXEDTERM,20220519,2.5610212406627E+00,9.9359375000000E+01,9.9390625000000E+01
2000004,FIXEDTERM,20220520,2.5409758591026E+00,9.9398437500000E+01,9.9429687500000E+01
2000004,FIXEDTERM,20220523,2.5813839875241E+00,9.9335937500000E+01,9.9343750000000E+01
2000004,FIXEDTERM,20220524,2.4479817545729E+00,9.9578125000000E+01,9.9609375000000E+01
2000004,FIXEDTERM,20220525,2.4091596290177E+00,9.9656250000000E+01,9.9679687500000E+01
2000004,FIXEDTERM,20220526,2.3949829227771E+00,9.9679687500000E+01,9.9710937500000E+01
2000004,FIXEDTERM,20220527,2.3952143725418E+00,9.9679687500000E+01,9.9710937500000E+01
2000004,FIXEDTERM,20220531,2.5047269494507E+00,9.8968750000000E+01,9.9000000000000E+01
2000004,FIXEDTERM,20220601,2.5976228622629E+00,9.8789062500000E+01,9.8820312500000E+01
2000004,FIXEDTERM,20220602,2.5863755818774E+00,9.8820312500000E+01,9.8835937500000E+01
2000004,FIXEDTERM,20220603,2.6072863004631E+00,9.8781250000000E+01,9.8796875000000E+01
2000004,FIXEDTERM,20220606,2.6906372304119E+00,9.8617187500000E+01,9.8648437500000E+01
2000004,FIXEDTERM,20220607,2.6875232231624E+00,9.8625000000000E+01,9.8656250000000E+01
2000004,FIXEDTERM,20220608,2.7331131948636E+00,9.8539062500000E+01,9.8570312500000E+01
2000004,FIXEDTERM,20220609,2.7747957768054E+00,9.8460937500000E+01,9.8492187500000E+01
2000004,FIXEDTERM,20220610,3.0168769487977E+00,9.8000000000000E+01,9.8031250000000E+01
2000004,FIXEDTERM,20220613,3.3386200082431E+00,9.7398437500000E+01,9.7429687500000E+01
2000004,FIXEDTERM,20220614,3.3860415340402E+00,9.7312500000000E+01,9.7343750000000E+01
2000004,FIXEDTERM,20220615,3.1559478153463E+00,9.7750000000000E+01,9.7781250000000E+01
2000004,FIXEDTERM,20220616,3.0789542367141E+00,9.7906250000000E+01,9.7921875000000E+01
2000004,FIXEDTERM,20220617,3.1632720103509E+00,9.7742187500000E+01,9.7773437500000E+01
2000004,FIXEDTERM,20220621,3.1822149387000E+00,9.7726562500000E+01,9.7742187500000E+01
2000004,FIXEDTERM,20220622,3.0400320658133E+00,9.8000000000000E+01,9.8007812500000E+01
2000004,FIXEDTERM,20220623,3.0102214408644E+00,9.8046875000000E+01,9.8078125000000E+01
2000004,FIXEDTERM,20220624,3.0366654827548E+00,9.8000000000000E+01,9.8031250000000E+01
2000004,FIXEDTERM,20220627,3.0871390173595E+00,9.7914062500000E+01,9.7945312500000E+01
2000004,FIXEDTERM,20220628,3.1054674817700E+00,9.7882812500000E+01,9.7914062500000E+01
2000004,FIXEDTERM,20220629,3.0439349167410E+00,9.8000000000000E+01,9.8031250000000E+01
2000004,FIXEDTERM,20220630,2.9304805191908E+00,9.8148437500000E+01,9.8164062500000E+01
2000004,FIXEDTERM,20220701,2.8107016782862E+00,9.8375000000000E+01,9.8406250000000E+01
2000004,FIXEDTERM,20220705,2.8110964055836E+00,9.8382812500000E+01,9.8414062500000E+01
2000004,FIXEDTERM,20220706,2.9950925422305E+00,9.8031250000000E+01,9.8062500000000E+01
2000004,FIXEDTERM,20220707,2.9903415125367E+00,9.8046875000000E+01,9.8070312500000E+01
2000004,FIXEDTERM,20220708,3.0754486503503E+00,9.7882812500000E+01,9.7914062500000E+01
2000004,FIXEDTERM,20220711,3.0388561414756E+00,9.7960937500000E+01,9.7992187500000E+01
2000004,FIXEDTERM,20220712,3.0177040059050E+00,9.8007812500000E+01,9.8031250000000E+01
2000004,FIXEDTERM,20220713,3.1281761788250E+00,9.7796875000000E+01,9.7828125000000E+01
2000004,FIXEDTERM,20220714,3.1091123206558E+00,9.7835937500000E+01,9.7867187500000E+01
2000004,FIXEDTERM,20220715,3.0941332459531E+00,9.7867187500000E+01,9.7898437500000E+01
2000004,FIXEDTERM,20220718,3.1526187982092E+00,9.7765625000000E+01,9.7796875000000E+01
2000004,FIXEDTERM,20220719,3.2165913870094E+00,9.7648437500000E+01,9.7679687500000E+01
2000004,FIXEDTERM,20220720,3.2016265522401E+00,9.7679687500000E+01,9.7710937500000E+01
2000004,FIXEDTERM,20220721,3.0700248667789E+00,9.7929687500000E+01,9.7960937500000E+01
2000004,FIXEDTERM,20220722,2.9550254260030E+00,9.8148437500000E+01,9.8179687500000E+01
2000004,FIXEDTERM,20220725,2.9966417212915E+00,9.8078125000000E+01,9.8109375000000E+01
2000004,FIXEDTERM,20220726,3.0273323509404E+00,9.8023437500000E+01,9.8054687500000E+01
2000004,FIXEDTERM,20220727,2.9785266473086E+00,9.8117187500000E+01,9.8148437500000E+01
2000004,FIXEDTERM,20220728,2.8292191977317E+00,9.8398437500000E+01,9.8429687500000E+01
2000004,FIXEDTERM,20220729,2.8674847869214E+00,9.8500000000000E+01,9.8531250000000E+01
2000004,FIXEDTERM,20220801,2.8584278353424E+00,9.8523437500000E+01,9.8554687500000E+01
2000004,FIXEDTERM,20220802,3.0331453523786E+00,9.8187500000000E+01,9.8218750000000E+01
2000004,FIXEDTERM,20220803,3.0505953173216E+00,9.8156250000000E+01,9.8187500000000E+01
2000004,FIXEDTERM,20220804,3.0072299428942E+00,9.8242187500000E+01,9.8273437500000E+01
2000004,FIXEDTERM,20220805,3.1833554101729E+00,9.7906250000000E+01,9.7937500000000E+01
2000004,FIXEDTERM,20220808,3.1672535901924E+00,9.7945312500000E+01,9.7976562500000E+01
2000004,FIXEDTERM,20220809,3.2240004512151E+00,9.7843750000000E+01,9.7867187500000E+01
2000004,FIXEDTERM,20220810,3.1639694764443E+00,9.7960937500000E+01,9.7984375000000E+01
2000004,FIXEDTERM,20220811,3.1715599132699E+00,9.7945312500000E+01,9.7976562500000E+01
2000004,FIXEDTERM,20220812,3.1976810186838E+00,9.7898437500000E+01,9.7929687500000E+01
2000004,FIXEDTERM,20220815,3.1422796638298E+00,9.8015625000000E+01,9.8039062500000E+01
2000004,FIXEDTERM,20220816,3.2160443877162E+00,9.7875000000000E+01,9.7906250000000E+01
2000004,FIXEDTERM,20220817,3.2382794343252E+00,9.7835937500000E+01,9.7867187500000E+01
2000004,FIXEDTERM,20220818,3.1568900673697E+00,9.7992187500000E+01,9.8023437500000E+01
2000004,FIXEDTERM,20220819,3.1832317588023E+00,9.7945312500000E+01,9.7976562500000E+01
2000004,FIXEDTERM,20220822,3.2627660477760E+00,9.7804687500000E+01,9.7835937500000E+01
2000004,FIXEDTERM,20220823,3.2518223093838E+00,9.7828125000000E+01,9.7859375000000E+01
2000004,FIXEDTERM,20220824,3.3204071675432E+00,9.7703125000000E+01,9.7734375000000E+01
2000004,FIXEDTERM,20220825,3.3053054452675E+00,9.7734375000000E+01,9.7765625000000E+01
2000004,FIXEDTERM,20220826,3.3405827104849E+00,9.7664062500000E+01,9.7710937500000E+01
2000004,FIXEDTERM,20220829,3.3668466872523E+00,9.7632812500000E+01,9.7664062500000E+01
2000004,FIXEDTERM,20220830,3.3812916548504E+00,9.7609375000000E+01,9.7640625000000E+01
2000004,FIXEDTERM,20220831,3.4307712820215E+00,9.6937500000000E+01,9.6968750000000E+01
2000004,FIXEDTERM,20220901,3.4410030221493E+00,9.6921875000000E+01,9.6953125000000E+01
2000004,FIXEDTERM,20220902,3.3245258476462E+00,9.7148437500000E+01,9.7179687500000E+01
2000004,FIXEDTERM,20220906,3.4432062629831E+00,9.6937500000000E+01,9.6968750000000E+01
2000004,FIXEDTERM,20220907,3.3711988573899E+00,9.7078125000000E+01,9.7109375000000E+01
2000004,FIXEDTERM,20220908,3.4432738496127E+00,9.6945312500000E+01,9.6976562500000E+01
2000004,FIXEDTERM,20220909,3.4866956728303E+00,9.6867187500000E+01,9.6898437500000E+01
2000004,FIXEDTERM,20220912,3.5098055020745E+00,9.6835937500000E+01,9.6867187500000E+01
2000004,FIXEDTERM,20220913,3.6911037118842E+00,9.6500000000000E+01,9.6531250000000E+01
2000004,FIXEDTERM,20220914,3.7228114732283E+00,9.6445312500000E+01,9.6476562500000E+01
2000004,FIXEDTERM,20220915,3.8426561965827E+00,9.6226562500000E+01,9.6257812500000E+01
2000004,FIXEDTERM,20220916,3.8453242417901E+00,9.6226562500000E+01,9.6257812500000E+01
2000004,FIXEDTERM,20220919,3.9166940294970E+00,9.6109375000000E+01,9.6140625000000E+01
2000004,FIXEDTERM,20220920,3.9448644672696E+00,9.6062500000000E+01,9.6093750000000E+01
2000004,FIXEDTERM,20220921,4.0282703086976E+00,9.5914062500000E+01,9.5945312500000E+01
2000004,FIXEDTERM,20220922,4.1120323855673E+00,9.5765625000000E+01,9.5796875000000E+01
2000004,FIXEDTERM,20220923,4.1833465535086E+00,9.5640625000000E+01,9.5671875000000E+01
2000004,FIXEDTERM,20220926,4.3259228539996E+00,9.5398437500000E+01,9.5429687500000E+01
2000004,FIXEDTERM,20220927,4.2669536948406E+00,9.5507812500000E+01,9.5546875000000E+01
2000004,FIXEDTERM,20220928,4.1305794743718E+00,9.5765625000000E+01,9.5796875000000E+01
2000004,FIXEDTERM,20220929,4.1724000798143E+00,9.5695312500000E+01,9.5726562500000E+01
2000004,FIXEDTERM,20220930,4.2482382859719E+00,9.5859375000000E+01,9.5890625000000E+01
2000004,FIXEDTERM,20221003,4.0909259999045E+00,9.6171875000000E+01,9.6203125000000E+01
2000004,FIXEDTERM,20221004,4.0728347496352E+00,9.6210937500000E+01,9.6242187500000E+01
2000004,FIXEDTERM,20221005,4.1252323197989E+00,9.6117187500000E+01,9.6148437500000E+01
2000004,FIXEDTERM,20221006,4.2340285472149E+00,9.5914062500000E+01,9.5953125000000E+01
2000004,FIXEDTERM,20221007,4.2723259350409E+00,9.5851562500000E+01,9.5882812500000E+01
2000004,FIXEDTERM,20221011,4.2797117516791E+00,9.5859375000000E+01,9.5890625000000E+01
2000004,FIXEDTERM,20221012,4.2658162013486E+00,9.5890625000000E+01,9.5921875000000E+01
2000004,FIXEDTERM,20221013,4.4203757203361E+00,9.5609375000000E+01,9.5640625000000E+01
2000004,FIXEDTERM,20221014,4.4488418789513E+00,9.5562500000000E+01,9.5593750000000E+01
2000004,FIXEDTERM,20221017,4.4116673508022E+00,9.5640625000000E+01,9.5687500000000E+01
2000004,FIXEDTERM,20221018,4.3935591973127E+00,9.5687500000000E+01,9.5718750000000E+01
2000004,FIXEDTERM,20221019,4.5115411144683E+00,9.5476562500000E+01,9.5507812500000E+01
2000004,FIXEDTERM,20221020,4.5702874086614E+00,9.5375000000000E+01,9.5406250000000E+01
2000004,FIXEDTERM,20221021,4.4327231518345E+00,9.5632812500000E+01,9.5664062500000E+01
2000004,FIXEDTERM,20221024,4.4636651570664E+00,9.5593750000000E+01,9.5625000000000E+01
2000004,FIXEDTERM,20221025,4.4368705465945E+00,9.5648437500000E+01,9.5679687500000E+01
2000004,FIXEDTERM,20221026,4.3671313006543E+00,9.5781250000000E+01,9.5812500000000E+01
2000004,FIXEDTERM,20221027,4.2587326531297E+00,9.5984375000000E+01,9.6015625000000E+01
2000004,FIXEDTERM,20221028,4.3776409257959E+00,9.5773437500000E+01,9.5804687500000E+01
2000004,FIXEDTERM,20221031,4.4504853894903E+00,9.5718750000000E+01,9.5742187500000E+01
2000004,FIXEDTERM,20221101,4.5094555999545E+00,9.5609375000000E+01,9.5640625000000E+01
2000004,FIXEDTERM,20221102,4.5832285516112E+00,9.5476562500000E+01,9.5507812500000E+01
2000004,FIXEDTERM,20221103,4.6740151085626E+00,9.5312500000000E+01,9.5343750000000E+01
2000004,FIXEDTERM,20221104,4.6228452533159E+00,9.5414062500000E+01,9.5445312500000E+01
2000004,FIXEDTERM,20221107,4.6827149647616E+00,9.5312500000000E+01,9.5359375000000E+01
2000004,FIXEDTERM,20221108,4.6144796514689E+00,9.5460937500000E+01,9.5476562500000E+01
2000004,FIXEDTERM,20221109,4.5503634970190E+00,9.5578125000000E+01,9.5609375000000E+01
2000004,FIXEDTERM,20221110,4.2890579411939E+00,9.6078125000000E+01,9.6093750000000E+01
2000004,FIXEDTERM,20221114,4.3673917665953E+00,9.5953125000000E+01,9.5968750000000E+01
2000004,FIXEDTERM,20221115,4.3112019625487E+00,9.6054687500000E+01,9.6085937500000E+01
2000004,FIXEDTERM,20221116,4.3266435141358E+00,9.6031250000000E+01,9.6062500000000E+01
2000004,FIXEDTERM,20221117,4.4267662697787E+00,9.5851562500000E+01,9.5882812500000E+01
2000004,FIXEDTERM,20221118,4.4891197191874E+00,9.5742187500000E+01,9.5773437500000E+01
2000004,FIXEDTERM,20221121,4.5195714667653E+00,9.5703125000000E+01,9.5734375000000E+01
2000004,FIXEDTERM,20221122,4.4927740372947E+00,9.5757812500000E+01,9.5789062500000E+01
2000004,FIXEDTERM,20221123,4.4659208599804E+00,9.5812500000000E+01,9.5843750000000E+01
2000004,FIXEDTERM,20221125,4.4420060084615E+00,9.5867187500000E+01,9.5898437500000E+01
2000004,FIXEDTERM,20221128,4.4209582147553E+00,9.5921875000000E+01,9.5953125000000E+01
2000004,FIXEDTERM,20221129,4.4626830371470E+00,9.5851562500000E+01,9.5882812500000E+01
2000004,FIXEDTERM,20221130,4.2647817737085E+00,9.5828125000000E+01,9.5859375000000E+01
2000004,FIXEDTERM,20221201,4.1931222944260E+00,9.5968750000000E+01,9.6000000000000E+01
2000004,FIXEDTERM,20221202,4.2331603726925E+00,9.5898437500000E+01,9.5929687500000E+01
2000004,FIXEDTERM,20221205,4.3269872127224E+00,9.5734375000000E+01,9.5773437500000E+01
2000004,FIXEDTERM,20221206,4.3007267845872E+00,9.5804687500000E+01,9.5812500000000E+01
2000004,FIXEDTERM,20221207,4.1930740165072E+00,9.5992187500000E+01,9.6039062500000E+01
2000004,FIXEDTERM,20221208,4.2459573064466E+00,9.5906250000000E+01,9.5937500000000E+01
2000004,FIXEDTERM,20221209,4.2822863866454E+00,9.5843750000000E+01,9.5875000000000E+01
2000004,FIXEDTERM,20221212,4.3162522237535E+00,9.5796875000000E+01,9.5828125000000E+01
2000004,FIXEDTERM,20221213,4.1531611884435E+00,9.6117187500000E+01,9.6125000000000E+01
2000004,FIXEDTERM,20221214,4.1580107621822E+00,9.6101562500000E+01,9.6132812500000E+01
2000004,FIXEDTERM,20221215,4.1902392393254E+00,9.6046875000000E+01,9.6078125000000E+01
2000004,FIXEDTERM,20221216,4.1256206531437E+00,9.6171875000000E+01,9.6203125000000E+01
2000004,FIXEDTERM,20221219,4.2184565207406E+00,9.6007812500000E+01,9.6054687500000E+01
2000004,FIXEDTERM,20221220,4.2043571391896E+00,9.6054687500000E+01,9.6070312500000E+01
2000004,FIXEDTERM,20221221,4.1690075415169E+00,9.6117187500000E+01,9.6148437500000E+01
2000004,FIXEDTERM,20221222,4.2249451778894E+00,9.6015625000000E+01,9.6054687500000E+01
2000004,FIXEDTERM,20221223,4.2555197699915E+00,9.5976562500000E+01,9.5992187500000E+01
2000004,FIXEDTERM,20221227,4.3187411389167E+00,9.5867187500000E+01,9.5914062500000E+01
2000004,FIXEDTERM,20221228,4.3046034733968E+00,9.5906250000000E+01,9.5937500000000E+01
2000004,FIXEDTERM,20221229,4.3549405385588E+00,9.5820312500000E+01,9.5851562500000E+01
2000004,FIXEDTERM,20221230,4.3792044503987E+00,9.5843750000000E+01,9.5875000000000E+01
2000005,FIXEDTERM,20200102,1.6666152311457E+00,1.0271875000000E+02,1.0276562500000E+02
2000005,FIXEDTERM,20200103,1.5945309128830E+00,1.0307031250000E+02,1.0311718750000E+02
2000005,FIXEDTERM,20200106,1.6078621560061E+00,1.0300000000000E+02,1.0304687500000E+02
2000005,FIXEDTERM,20200107,1.6139145496048E+00,1.0296875000000E+02,1.0301562500000E+02
2000005,FIXEDTERM,20200108,1.6647833339912E+00,1.0271875000000E+02,1.0276562500000E+02
2000005,FIXEDTERM,20200109,1.6532600134374E+00,1.0277343750000E+02,1.0282031250000E+02
2000005,FIXEDTERM,20200110,1.6353241804738E+00,1.0285937500000E+02,1.0290625000000E+02
2000005,FIXEDTERM,20200113,1.6504035804298E+00,1.0278125000000E+02,1.0282812500000E+02
2000005,FIXEDTERM,20200114,1.6212011670514E+00,1.0292187500000E+02,1.0296875000000E+02
2000005,FIXEDTERM,20200115,1.6016254199652E+00,1.0301562500000E+02,1.0306250000000E+02
2000005,FIXEDTERM,20200116,1.6269643202118E+00,1.0289062500000E+02,1.0293750000000E+02
2000005,FIXEDTERM,20200117,1.6234241334257E+00,1.0290625000000E+02,1.0295312500000E+02
2000005,FIXEDTERM,20200121,1.5786862628402E+00,1.0311718750000E+02,1.0316406250000E+02
2000005,FIXEDTERM,20200122,1.5767262574326E+00,1.0312500000000E+02,1.0317187500000E+02
2000005,FIXEDTERM,20200123,1.5490540405880E+00,1.0325781250000E+02,1.0330468750000E+02
2000005,FIXEDTERM,20200124,1.5085562836989E+00,1.0345312500000E+02,1.0350000000000E+02
2000005,FIXEDTERM,20200127,1.4432402484834E+00,1.0376562500000E+02,1.0381250000000E+02
2000005,FIXEDTERM,20200128,1.4764846868087E+00,1.0360156250000E+02,1.0364843750000E+02
2000005,FIXEDTERM,20200129,1.4087587013955E+00,1.0392968750000E+02,1.0397656250000E+02
2000005,FIXEDTERM,20200130,1.4051137348224E+00,1.0394531250000E+02,1.0399218750000E+02
2000005,FIXEDTERM,20200131,1.3134917454975E+00,1.0567187500000E+02,1.0571875000000E+02
2000005,FIXEDTERM,20200203,1.3506951532774E+00,1.0547656250000E+02,1.0552343750000E+02
2000005,FIXEDTERM,20200204,1.4174591216029E+00,1.0514062500000E+02,1.0518750000000E+02
2000005,FIXEDTERM,20200205,1.4609026140254E+00,1.0492187500000E+02,1.0496875000000E+02
2000005,FIXEDTERM,20200206,1.4619395064624E+00,1.0491406250000E+02,1.0496093750000E+02
2000005,FIXEDTERM,20200207,1.4063532779148E+00,1.0518750000000E+02,1.0523437500000E+02
2000005,FIXEDTERM,20200210,1.3889289131550E+00,1.0526562500000E+02,1.0531250000000E+02
2000005,FIXEDTERM,20200211,1.4198325495148E+00,1.0510937500000E+02,1.0515625000000E+02
2000005,FIXEDTERM,20200212,1.4492381258321E+00,1.0496093750000E+02,1.0500781250000E+02
2000005,FIXEDTERM,20200213,1.4423777069906E+00,1.0499218750000E+02,1.0503906250000E+02
2000005,FIXEDTERM,20200214,1.4165736352208E+00,1.0511718750000E+02,1.0516406250000E+02
2000005,FIXEDTERM,20200218,1.3953604288467E+00,1.0521093750000E+02,1.0525781250000E+02
2000005,FIXEDTERM,20200219,1.4074307146484E+00,1.0514843750000E+02,1.0519531250000E+02
2000005,FIXEDTERM,20200220,1.3610381182838E+00,1.0537500000000E+02,1.0542187500000E+02
2000005,FIXEDTERM,20200221,1.3241555534055E+00,1.0555468750000E+02,1.0560156250000E+02
2000005,FIXEDTERM,20200224,1.2120897570708E+00,1.0610156250000E+02,1.0614843750000E+02
2000005,FIXEDTERM,20200225,1.1878623150281E+00,1.0621875000000E+02,1.0626562500000E+02
2000005,FIXEDTERM,20200226,1.1620680252390E+00,1.0634375000000E+02,1.0639062500000E+02
2000005,FIXEDTERM,20200227,1.0643055662028E+00,1.0682812500000E+02,1.0687500000000E+02
2000005,FIXEDTERM,20200228,9.5034169201327E-01,1.0873437500000E+02,1.0878125000000E+02
2000005,FIXEDTERM,20200302,9.5523273508987E-01,1.0869531250000E+02,1.0874218750000E+02
2000005,FIXEDTERM,20200303,7.5719235817244E-01,1.0971093750000E+02,1.0975781250000E+02
2000005,FIXEDTERM,20200304,8.0456314772798E-01,1.0946093750000E+02,1.0950781250000E+02
2000005,FIXEDTERM,20200305,7.0086939371257E-01,1.0999218750000E+02,1.1003906250000E+02
2000005,FIXEDTERM,20200306,6.5014867761186E-01,1.1025000000000E+02,1.1029687500000E+02
2000005,FIXEDTERM,20200309,5.1484844808420E-01,1.1093750000000E+02,1.1098437500000E+02
2000005,FIXEDTERM,20200310,6.9568735069597E-01,1.0999218750000E+02,1.1003906250000E+02
2000005,FIXEDTERM,20200311,7.5519073898356E-01,1.0967968750000E+02,1.0972656250000E+02
2000005,FIXEDTERM,20200312,6.4829290217744E-01,1.1023437500000E+02,1.1026562500000E+02
2000005,FIXEDTERM,20200313,7.6986804989931E-01,1.0959375000000E+02,1.0964062500000E+02
2000005,FIXEDTERM,20200316,5.5802575611301E-01,1.1067187500000E+02,1.1071875000000E+02
2000005,FIXEDTERM,20200317,8.0087806886824E-01,1.0942187500000E+02,1.0945312500000E+02
2000005,FIXEDTERM,20200318,8.3805154158767E-01,1.0921875000000E+02,1.0926562500000E+02
2000005,FIXEDTERM,20200319,7.5773985735476E-01,1.0962500000000E+02,1.0967187500000E+02
2000005,FIXEDTERM,20200320,5.3245013149784E-01,1.1078125000000E+02,1.1082812500000E+02
2000005,FIXEDTERM,20200323,4.6274366010601E-01,1.1112500000000E+02,1.1117187500000E+02
2000005,FIXEDTERM,20200324,5.6420190273823E-01,1.1060156250000E+02,1.1063281250000E+02
2000005,FIXEDTERM,20200325,5.6762751813459E-01,1.1057031250000E+02,1.1061718750000E+02
2000005,FIXEDTERM,20200326,5.2716351815457E-01,1.1077343750000E+02,1.1082031250000E+02
2000005,FIXEDTERM,20200327,4.0836518221076E-01,1.1138281250000E+02,1.1142968750000E+02
2000005,FIXEDTERM,20200330,4.3491716967430E-01,1.1122656250000E+02,1.1127343750000E+02
2000005,FIXEDTERM,20200331,4.0155108915172E-01,1.1096875000000E+02,1.1101562500000E+02
2000005,FIXEDTERM,20200401,3.6478097358177E-01,1.1115625000000E+02,1.1120312500000E+02
2000005,FIXEDTERM,20200402,4.0077263367223E-01,1.1096093750000E+02,1.1100781250000E+02
2000005,FIXEDTERM,20200403,4.0261472794701E-01,1.1094531250000E+02,1.1099218750000E+02
2000005,FIXEDTERM,20200406,4.5891167517315E-01,1.1063281250000E+02,1.1067968750000E+02
2000005,FIXEDTERM,20200407,4.6528391565816E-01,1.1059375000000E+02,1.1064062500000E+02
2000005,FIXEDTERM,20200408,4.9114002653628E-01,1.1045312500000E+02,1.1050000000000E+02
2000005,FIXEDTERM,20200409,4.1371496251061E-01,1.1085156250000E+02,1.1089843750000E+02
2000005,FIXEDTERM,20200413,4.6164441409671E-01,1.1057812500000E+02,1.1062500000000E+02
2000005,FIXEDTERM,20200414,4.3502279040699E-01,1.1071093750000E+02,1.1075781250000E+02
2000005,FIXEDTERM,20200415,3.5153332199463E-01,1.1114062500000E+02,1.1118750000000E+02
2000005,FIXEDTERM,20200416,3.7430492258229E-01,1.1101562500000E+02,1.1106250000000E+02
2000005,FIXEDTERM,20200417,3.8213742016145E-01,1.1096875000000E+02,1.1101562500000E+02
2000005,FIXEDTERM,20200420,3.5467474935464E-01,1.1109375000000E+02,1.1114062500000E+02
2000005,FIXEDTERM,20200421,3.5050583290661E-01,1.1110937500000E+02,1.1115625000000E+02
2000005,FIXEDTERM,20200422,3.8236941787443E-01,1.1093750000000E+02,1.1098437500000E+02
2000005,FIXEDTERM,20200423,3.8422050167982E-01,1.1092187500000E+02,1.1096875000000E+02
2000005,FIXEDTERM,20200424,3.8908376541267E-01,1.1089062500000E+02,1.1093750000000E+02
2000005,FIXEDTERM,20200427,4.1276840517602E-01,1.1075000000000E+02,1.1079687500000E+02
2000005,FIXEDTERM,20200428,3.8295127684299E-01,1.1089843750000E+02,1.1094531250000E+02
2000005,FIXEDTERM,20200429,3.7123187839511E-01,1.1095312500000E+02,1.1100000000000E+02
2000005,FIXEDTERM,20200430,3.7682224431452E-01,1.1233593750000E+02,1.1238281250000E+02
2000005,FIXEDTERM,20200501,3.6966780185472E-01,1.1236718750000E+02,1.1241406250000E+02
2000005,FIXEDTERM,20200504,3.7769976924629E-01,1.1230468750000E+02,1.1235156250000E+02
2000005,FIXEDTERM,20200505,3.8975034818665E-01,1.1223437500000E+02,1.1228125000000E+02
2000005,FIXEDTERM,20200506,3.8997752554143E-01,1.1222656250000E+02,1.1227343750000E+02
2000005,FIXEDTERM,20200507,3.2219303271767E-01,1.1257812500000E+02,1.1262500000000E+02
2000005,FIXEDTERM,20200508,3.5194098970801E-01,1.1241406250000E+02,1.1246093750000E+02
2000005,FIXEDTERM,20200511,3.6589741126143E-01,1.1232031250000E+02,1.1236718750000E+02
2000005,FIXEDTERM,20200512,3.3942597053810E-01,1.1245312500000E+02,1.1250000000000E+02
2000005,FIXEDTERM,20200513,3.2925019967427E-01,1.1250000000000E+02,1.1254687500000E+02
2000005,FIXEDTERM,20200514,3.1314136064573E-01,1.1257812500000E+02,1.1262500000000E+02
2000005,FIXEDTERM,20200515,3.1925466905466E-01,1.1253906250000E+02,1.1258593750000E+02
2000005,FIXEDTERM,20200518,3.8378314628166E-01,1.1217968750000E+02,1.1222656250000E+02
2000005,FIXEDTERM,20200519,3.3933372730993E-01,1.1240625000000E+02,1.1245312500000E+02
2000005,FIXEDTERM,20200520,3.4251019390055E-01,1.1238281250000E+02,1.1242968750000E+02
2000005,FIXEDTERM,20200521,3.4420114995917E-01,1.1236718750000E+02,1.1241406250000E+02
2000005,FIXEDTERM,20200522,3.4440364997452E-01,1.1235937500000E+02,1.1240625000000E+02
2000005,FIXEDTERM,20200526,3.5119297452260E-01,1.1229687500000E+02,1.1234375000000E+02
2000005,FIXEDTERM,20200527,3.5289558562964E-01,1.1228125000000E+02,1.1232812500000E+02
2000005,FIXEDTERM,20200528,3.5011150933185E-01,1.1228906250000E+02,1.1233593750000E+02
2000005,FIXEDTERM,20200529,3.2640837942933E-01,1.1261718750000E+02,1.1266406250000E+02
2000005,FIXEDTERM,20200601,3.2107341455827E-01,1.1262500000000E+02,1.1267187500000E+02
2000005,FIXEDTERM,20200602,3.3155748931974E-01,1.1256250000000E+02,1.1260937500000E+02
2000005,FIXEDTERM,20200603,3.9076455357134E-01,1.1224218750000E+02,1.1228906250000E+02
2000005,FIXEDTERM,20200604,4.2946224983054E-01,1.1203125000000E+02,1.1207812500000E+02
2000005,FIXEDTERM,20200605,4.7867497425345E-01,1.1176562500000E+02,1.1181250000000E+02
2000005,FIXEDTERM,20200608,4.6014951193411E-01,1.1184375000000E+02,1.1189062500000E+02
2000005,FIXEDTERM,20200609,4.2176364634588E-01,1.1203906250000E+02,1.1208593750000E+02
2000005,FIXEDTERM,20200610,3.2860450405270E-01,1.1252343750000E+02,1.1257031250000E+02
2000005,FIXEDTERM,20200611,3.3618983426117E-01,1.1247656250000E+02,1.1252343750000E+02
2000005,FIXEDTERM,20200612,3.4526868949306E-01,1.1242187500000E+02,1.1246875000000E+02
2000005,FIXEDTERM,20200615,3.5476105212466E-01,1.1235156250000E+02,1.1239843750000E+02
2000005,FIXEDTERM,20200616,3.5793344971581E-01,1.1232812500000E+02,1.1237500000000E+02
2000005,FIXEDTERM,20200617,3.5218718124500E-01,1.1235156250000E+02,1.1239843750000E+02
2000005,FIXEDTERM,20200618,3.4792319494419E-01,1.1236718750000E+02,1.1241406250000E+02
2000005,FIXEDTERM,20200619,3.4514313670233E-01,1.1237500000000E+02,1.1242187500000E+02
